548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,1
564,1
565,0
566,0
567,5
568,3
569,3
570,4
571,4
572,4
573,4
574,4
575,4
576,4
577,4
578,3
579,3
580,3
581,0
582,1
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,1
591,1
592,1
593,1
594,1
595,2
596,1
597,2
598,2
599,2
600,2
601,2
602,1
603,1
604,1
605,1
606,1
607,0
608,1
609,1
610,1
611,1
612,1
613,1
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,5
627,5
628,5
629,3
630,3
631,3
632,3
633,3
634,3
635,3
636,3
637,3
638,5
639,0
640,1
641,0
642,5
643,5
644,5
645,5
646,5
647,5
648,5
649,5
650,5
651,5
652,5
653,5
654,5
655,3
656,3
657,3
658,5
659,3
660,3
661,5
662,5
663,5
664,5
665,5
666,0
667,0
668,0
669,0
670,1
671,1
672,1
673,1
674,1
675,0
676,0
677,0
678,0
679,5
680,5
681,3
682,3
683,3
684,3
685,5
686,0
687,0
688,0
689,0
690,1
691,1
692,1
693,2
694,2
695,2
696,2
697,2
698,2
699,1
700,1
701,1
702,0
703,0
704,0
705,0
706,0
707,1
708,1
709,1
710,1
711,0
712,0
713,5
714,5
715,5
716,3
717,3
718,3
719,4
720,4
721,3
722,3
723,5
724,0
725,1
726,1
727,2
728,2
729,2
730,2
731,2
732,2
733,1
734,1
735,1
736,1
737,0
738,0
739,1
740,1
741,1
742,2
743,1
744,1
745,1
746,1
747,0
748,0
749,0
750,5
751,5
752,5
753,5
754,5
755,0
756,1
757,1
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,1
770,0
771,5
772,5
773,5
774,0
775,0
776,5
777,5
778,3
779,3
780,5
781,5
782,5
783,3
784,3
785,3
786,3
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,3
796,5
797,0
798,0
799,1
800,1
801,1
802,1
803,1
804,0
805,0
806,0
807,5
808,5
809,5
810,5
811,0
812,0
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,0
821,0
822,5
823,5
824,5
825,3
826,3
827,3
828,5
829,3
830,3
831,5
832,5
833,5
834,5
835,0
836,0
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,0
845,0
846,0
847,1
848,1
849,2
850,2
851,2
852,1
853,1
854,1
855,1
856,0
857,0
858,0
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,0
878,0
879,5
880,5
